,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
SALLE_B112_(A._MEZAN_TOUR_B) kvar L2 (kvar) [AVG] ,57375.0,-0.038646152183611004,0.016342918846956215,-0.44,-0.04,-0.04,-0.04,0.36,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar L2 (kvar) [MAX] ,57375.0,-0.029010893623851168,0.017094615168533212,-0.35,-0.03,-0.03,-0.03,0.45,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar L3 (kvar) [MIN] ,57375.0,-0.023164058076553144,0.01684665081145197,-0.41,-0.02,-0.02,-0.02,0.26,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar L3 (kvar) [AVG] ,57375.0,-0.01658205057589678,0.013473467395244238,-0.25,-0.02,-0.01,-0.01,0.27,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar L3 (kvar) [MAX] ,57375.0,-0.014007669979290788,0.017168838456814054,-0.16,-0.02,-0.01,-0.01,0.32,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar sys (kvar) [MIN] ,57375.0,-0.06325831239812417,0.040015598349187886,-1.11,-0.07,-0.05,-0.05,0.8,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar sys (kvar) [MAX] ,57375.0,-0.04973601199600379,0.0229157946299591,-0.4,-0.05,-0.05,-0.04,0.85,2817,4.680023923444976
SALLE_B101_(A._MEZAN_TOUR_B) kWh (kWh) [ABS] ,57379.0,14970.007584176925,3171.545641931785,9130.0,12357.1,15046.1,17700.15,20329.5,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW sys (kW) [AVG] ,57379.0,0.7457632196002673,0.019012932264634543,0.15,0.73,0.75,0.76,1.17,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvarh (kvarh) [ABS] ,57379.0,73.60276785027636,9.26234650081987,55.3,66.3,73.3,81.6,92.4,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar sys (kvar) [AVG] ,57379.0,-0.22572464512561247,0.015076331363831198,-0.41,-0.23,-0.23,-0.22,0.22,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) Hz (Hz) [MIN] ,57379.0,49.945571935636885,0.05348525477892165,48.2,49.9,49.9,50.0,50.1,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF sys  [AVG] ,57379.0,-0.9276012907460695,0.06382971939202615,-0.97,-0.95,-0.95,-0.91,1.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L1 (A) [MIN] ,57379.0,0.0005327733142787431,0.017694711399928544,0.0,0.0,0.0,0.0,0.87,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L1 (A) [AVG] ,57379.0,0.0006773093524343983,0.020695087341555025,0.0,0.0,0.0,0.0,1.05,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L1 (A) [MAX] ,57379.0,0.0009850874594073324,0.027890648354791724,0.0,0.0,0.0,0.0,1.53,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L2 (A) [MIN] ,57379.0,0.10748391200631541,0.029655506966942295,0.08,0.1,0.1,0.11,1.25,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L2 (A) [AVG] ,57379.0,0.11702407785841505,0.035181252544675974,0.1,0.11,0.11,0.12,1.42,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L2 (A) [MAX] ,57379.0,0.1254015966633087,0.04270627863766819,0.11,0.12,0.12,0.13,1.84,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L3 (A) [MIN] ,57379.0,3.3243353551873005,0.08402035226470785,0.0,3.28,3.33,3.37,3.66,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L3 (A) [AVG] ,57379.0,3.3959165918046965,0.07068869424940136,0.95,3.35,3.4,3.44,3.76,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) A L3 (A) [MAX] ,57379.0,3.4700695856353874,0.06780262930044723,0.95,3.43,3.47,3.52,4.16,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) Run hour meter (h) [ABS] ,57379.0,20326.832541945274,4250.569371745359,12566.73,16819.555,20378.25,23984.995,27569.57,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) Hz (Hz) [AVG] ,57379.0,50.00851713151247,0.02508737601203457,49.63,50.0,50.0,50.01,50.19,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) Hz (Hz) [MAX] ,57379.0,50.077406581187226,0.04636466771215903,49.9,50.1,50.1,50.1,50.6,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L1  [MIN] ,57379.0,0.9993534800769155,0.025842845321566835,-0.93,1.0,1.0,1.0,1.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L1  [AVG] ,57379.0,0.9996578306813759,0.013291047622245427,-0.42,1.0,1.0,1.0,1.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L1  [MAX] ,57379.0,0.9998497708220777,0.007138043975702119,-0.37,1.0,1.0,1.0,1.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L2  [MIN] ,57379.0,-0.21949253815966344,0.0321407093218019,-0.94,-0.23,-0.22,-0.21,0.77,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L2  [AVG] ,57379.0,-0.15060534738199927,0.02774841477622757,-0.54,-0.16,-0.15,-0.14,0.82,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L2  [MAX] ,57379.0,-0.08697885423783308,0.039844815131972564,-0.47,-0.11,-0.09,-0.07,0.93,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L3  [MIN] ,57379.0,-0.9695599740188224,0.004448526392734998,-0.98,-0.97,-0.97,-0.97,-0.68,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L3  [AVG] ,57379.0,-0.9374055659758824,0.036900628591403986,-0.97,-0.96,-0.96,-0.92,-0.58,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF L3  [MAX] ,57379.0,-0.03602358994098309,0.9618790542497733,-0.97,-0.96,-0.95,0.97,1.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF sys  [MIN] ,57379.0,-0.9603696199141262,0.048286714293697394,-1.0,-0.96,-0.96,-0.96,1.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) PF sys  [MAX] ,57379.0,-0.027108542282352252,0.9614101814975851,-0.96,-0.95,-0.94,0.97,1.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) Phase sequence  [MIN] ,57379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) Phase sequence  [AVG] ,57379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) Phase sequence  [MAX] ,57379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA dmd (kVA) [MIN] ,57379.0,0.7800104972852651,0.023492345891531007,0.0,0.77,0.78,0.79,1.19,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA dmd (kVA) [AVG] ,57379.0,0.7800104972852651,0.023492345891531007,0.0,0.77,0.78,0.79,1.19,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA dmd (kVA) [MAX] ,57379.0,0.7800104972852651,0.023492345891531007,0.0,0.77,0.78,0.79,1.19,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L1-L2 (V) [MIN] ,57379.0,390.90781987608005,3.0301984699371536,333.5,389.0,391.2,393.1,398.7,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L1-L2 (V) [AVG] ,57379.0,392.0273798101896,2.9177438110956895,376.27,390.13,392.26,394.18,399.38,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L1-L2 (V) [MAX] ,57379.0,392.9798460066317,2.89680521374174,376.9,391.1,393.2,395.1,406.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L1-N (V) [MIN] ,57379.0,225.75649996098187,1.7707264444363175,192.4,224.6,225.9,227.0,230.2,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L1-N (V) [AVG] ,57379.0,226.45981021803408,1.713254573972868,217.48,225.36,226.6,227.71,230.96,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L1-N (V) [MAX] ,57379.0,227.11284277955687,1.723155058423984,217.9,226.0,227.2,228.4,232.9,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L2-L3 (V) [MIN] ,57379.0,391.60120884743435,2.9327058822615397,354.2,389.7,391.9,393.7,399.3,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L2-L3 (V) [AVG] ,57379.0,392.57599003719304,2.8207589481685758,377.65,390.72,392.81,394.65,400.01,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L2-L3 (V) [MAX] ,57379.0,393.5194184405405,2.8225527088543814,378.2,391.7,393.7,395.6,407.9,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L2-N (V) [MIN] ,57379.0,225.14009081855394,1.6791779772270976,209.4,224.1,225.3,226.4,230.2,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L2-N (V) [AVG] ,57379.0,225.87640454919122,1.6520328272496219,217.18,224.79,226.0,227.08,230.49,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L2-N (V) [MAX] ,57379.0,226.5462776463437,1.6849646865454555,217.6,225.4,226.6,227.8,233.1,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L3-L1 (V) [MIN] ,57379.0,394.2036251133607,3.0539872599710223,372.9,392.3,394.5,396.4,402.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L3-L1 (V) [AVG] ,57379.0,395.2746465472092,2.9613831157736157,379.9,393.34,395.53,397.45,403.21,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L3-L1 (V) [MAX] ,57379.0,396.2798557302421,2.9624590819189116,380.3,394.3,396.5,398.4,408.9,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L3-N (V) [MIN] ,57379.0,225.84722511691353,1.7412916589950764,201.4,224.7,226.0,227.1,230.4,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L3-N (V) [AVG] ,57379.0,226.5515667448241,1.691313429871662,217.47,225.46,226.71,227.8,230.96,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L3-N (V) [MAX] ,57379.0,227.3057142048782,1.720202149184317,217.9,226.2,227.4,228.6,235.7,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L-L sys (V) [MIN] ,57379.0,392.3982548670102,3.4812741576076496,0.0,390.5,392.7,394.6,400.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L-L sys (V) [AVG] ,57379.0,393.2815665631698,2.8928483161415546,377.94,391.39,393.52,395.41,400.62,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L-L sys (V) [MAX] ,57379.0,394.080986199131,2.8685178501304134,378.4,392.2,394.3,396.2,407.4,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L-N sys (V) [MIN] ,57379.0,225.68724995711355,1.7543264694235776,148.9,224.6,225.8,226.9,230.2,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L-N sys (V) [AVG] ,57379.0,226.27542492315132,1.6730520908672033,217.36,225.19,226.41,227.5,230.5,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) V L-N sys (V) [MAX] ,57379.0,226.83197988411817,1.6819031870819532,217.7,225.7,226.9,228.1,233.3,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW dmd (kW) [MIN] ,57379.0,0.7454015814431358,0.023908046804389856,0.0,0.73,0.75,0.76,1.18,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW dmd (kW) [AVG] ,57379.0,0.7454015814431358,0.023908046804389856,0.0,0.73,0.75,0.76,1.18,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW dmd (kW) [MAX] ,57379.0,0.7454015814431358,0.023908046804389856,0.0,0.73,0.75,0.76,1.18,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) Totalizer 1  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B101_(A._MEZAN_TOUR_B) Totalizer 2  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B101_(A._MEZAN_TOUR_B) Totalizer 3  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B101_(A._MEZAN_TOUR_B) kVA L1 (kVA) [MIN] ,57379.0,0.00012147301277470852,0.004025636183471096,0.0,0.0,0.0,0.0,0.2,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA L1 (kVA) [AVG] ,57379.0,0.00015284337475382983,0.004675237675384256,0.0,0.0,0.0,0.0,0.24,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA L1 (kVA) [MAX] ,57379.0,0.00021262134230293315,0.006066437709713102,0.0,0.0,0.0,0.0,0.34,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA L2 (kVA) [MIN] ,57379.0,0.024552183118800353,0.008102677598062373,0.02,0.02,0.02,0.03,0.28,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA L2 (kVA) [AVG] ,57379.0,0.025769380698688428,0.009219493600558602,0.02,0.02,0.03,0.03,0.32,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA L2 (kVA) [MAX] ,57379.0,0.03026573187598133,0.009334704702935728,0.02,0.03,0.03,0.03,0.41,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA L3 (kVA) [MIN] ,57379.0,0.7528715065477766,0.018262183896641946,0.0,0.74,0.75,0.76,0.82,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA L3 (kVA) [AVG] ,57379.0,0.769581314253113,0.014952846351560727,0.21,0.76,0.77,0.78,0.85,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA L3 (kVA) [MAX] ,57379.0,0.78702958770049,0.01415283752187675,0.22,0.78,0.79,0.8,0.86,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA sys (kVA) [MIN] ,57379.0,0.761952579565755,0.019420829676924514,0.02,0.75,0.76,0.77,1.13,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA sys (kVA) [AVG] ,57379.0,0.7805049239478078,0.01738787476056267,0.23,0.77,0.78,0.79,1.18,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kVA sys (kVA) [MAX] ,57379.0,0.7984128243911631,0.018692058486415943,0.24,0.79,0.8,0.81,1.37,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kWh (-) (kWh) [ABS] ,57379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kWh L1 (kWh) [ABS] ,57379.0,2.877707947804558,0.7501341065663758,1.8,2.5,2.5,4.0,4.0,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kWh L2 (kWh) [ABS] ,57379.0,82.74549904865414,17.507313367228473,51.1,68.2,83.1,98.4,112.5,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kWh L3 (kWh) [ABS] ,57379.0,14881.78381786677,3152.9073740163713,9075.2,12284.1,14958.1,17594.5,20209.6,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L1 (kW) [MIN] ,57379.0,9.62024434026386e-05,0.0032209495046978294,0.0,0.0,0.0,0.0,0.16,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L1 (kW) [AVG] ,57379.0,0.00012478432876139356,0.003880707804466768,0.0,0.0,0.0,0.0,0.2,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L1 (kW) [MAX] ,57379.0,0.00017828822391467264,0.005144697899237762,0.0,0.0,0.0,0.0,0.27,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L2 (kW) [MIN] ,57379.0,0.00014307912027231677,0.004532245700772116,0.0,0.0,0.0,0.0,0.2,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L2 (kW) [AVG] ,57379.0,0.00115471368930276,0.006147534986843394,0.0,0.0,0.0,0.0,0.21,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L2 (kW) [MAX] ,57379.0,0.010102243765109301,0.00618367728959818,0.0,0.01,0.01,0.01,0.3,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L3 (kW) [MIN] ,57379.0,0.7250841114216166,0.02012731093498517,0.0,0.71,0.73,0.74,0.8,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L3 (kW) [AVG] ,57379.0,0.7418065872857025,0.01649497277022494,0.15,0.73,0.75,0.75,0.82,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW L3 (kW) [MAX] ,57379.0,0.7601265915251668,0.014905956487604368,0.15,0.75,0.76,0.77,0.83,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW sys (kW) [MIN] ,57379.0,0.728962471453861,0.021787257015768488,0.0,0.72,0.73,0.74,1.13,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kW sys (kW) [MAX] ,57379.0,0.7648573002048812,0.018600273505374795,0.15,0.76,0.76,0.77,1.23,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvarh (-) (kvarh) [ABS] ,57379.0,4345.828882755152,966.9493629619996,2603.4,3543.0,4355.2,5170.75,6007.1,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L1 (kvar) [MIN] ,57379.0,5.786088987260148e-05,0.0024213657278420197,-0.1,0.0,0.0,0.0,0.11,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L1 (kvar) [AVG] ,57379.0,7.790306558148451e-05,0.0026322318780683663,-0.05,0.0,0.0,0.0,0.13,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L1 (kvar) [MAX] ,57379.0,0.00010247651579846285,0.003139093235621922,-0.05,0.0,0.0,0.0,0.21,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L2 (kvar) [MIN] ,57379.0,-0.029500611774325357,0.007104634949304859,-0.25,-0.03,-0.03,-0.03,0.21,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L2 (kvar) [AVG] ,57379.0,-0.02472716310150528,0.008554722799428965,-0.21,-0.03,-0.02,-0.02,0.26,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L2 (kvar) [MAX] ,57379.0,-0.023759708458928767,0.010089065826938737,-0.17,-0.03,-0.02,-0.02,0.41,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L3 (kvar) [MIN] ,57379.0,-0.21801130595817306,0.009206261852655155,-0.28,-0.22,-0.22,-0.21,-0.15,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L3 (kvar) [AVG] ,57379.0,-0.2009814845882476,0.011024491122992468,-0.25,-0.21,-0.2,-0.19,-0.12,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar L3 (kvar) [MAX] ,57379.0,-0.018962222053961135,0.19547422279903454,-0.22,-0.19,-0.18,0.2,0.26,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar sys (kvar) [MIN] ,57379.0,-0.24338503416512333,0.01314507781750631,-0.46,-0.25,-0.24,-0.24,0.13,2813,4.673378522062733
SALLE_B101_(A._MEZAN_TOUR_B) kvar sys (kvar) [MAX] ,57379.0,-0.03424230153373041,0.19681732949166458,-0.28,-0.22,-0.2,0.17,0.61,2813,4.673378522062733
Tour_B_(TGBT_D5) kWh (kWh) [ABS] 460,2696.0,59154.15746452238,821.2531041782706,57743.9,58477.95,59079.3,59921.85,60568.4,57496,95.52099946836789
Tour_B_(TGBT_D5) kW sys (kW) [AVG] 461,2696.0,3.967145070032749,2.4364182264220533,1.97,2.25,2.755,4.59,12.8,57496,95.52099946836789
Tour_B_(TGBT_D5) kvarh (kvarh) [ABS] 462,2696.0,4.700000000000001,8.883431870551649e-16,4.7,4.7,4.7,4.7,4.7,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar sys (kvar) [AVG] 463,2696.0,-2.4723788072139112,0.819303902343011,-5.41,-2.7,-2.04,-1.94,-1.73,57496,95.52099946836789
Tour_B_(TGBT_D5) Hz (Hz) [MIN] 464,2696.0,49.93464391691394,0.05068824339667955,49.5,49.9,49.9,50.0,50.1,57496,95.52099946836789
Tour_B_(TGBT_D5) PF sys  [AVG] 465,2696.0,-0.8139249089036148,0.06507504604328712,-0.95,-0.87,-0.81,-0.76,-0.67,57496,95.52099946836789
Tour_B_(TGBT_D5) A L1 (A) [MIN] 466,2696.0,4.2611081471687084,3.522033353306714,1.56,2.04,2.88,5.04,19.56,57496,95.52099946836789
Tour_B_(TGBT_D5) A L1 (A) [AVG] 467,2696.0,4.729265444104489,3.8498300817871,1.71,2.16,3.06,5.85,20.28,57496,95.52099946836789
Tour_B_(TGBT_D5) A L1 (A) [MAX] 468,2696.0,5.5588084439046135,4.666990576634984,1.8,2.28,3.36,7.44,24.96,57496,95.52099946836789
Tour_B_(TGBT_D5) A L2 (A) [MIN] 469,2696.0,8.433553912147723,4.144295871954075,5.76,6.12,6.36,8.28,25.2,57496,95.52099946836789
Tour_B_(TGBT_D5) A L2 (A) [AVG] 470,2696.0,8.943048307990345,4.468084889049156,6.13,6.39,6.7,9.2925,31.98,57496,95.52099946836789
Tour_B_(TGBT_D5) A L2 (A) [MAX] 471,2696.0,9.862468519856709,5.340472404702926,6.24,6.6,7.08,11.04,39.72,57496,95.52099946836789
Tour_B_(TGBT_D5) A L3 (A) [MIN] 472,2696.0,6.968780077182085,3.3110516561050662,4.2,4.56,5.16,8.52,24.36,57496,95.52099946836789
Tour_B_(TGBT_D5) A L3 (A) [AVG] 473,2696.0,7.415306153041929,3.527111511874494,4.47,4.76,5.585,8.91,24.82,57496,95.52099946836789
Tour_B_(TGBT_D5) A L3 (A) [MAX] 474,2696.0,8.292620885287741,4.178775932105544,4.56,5.04,6.72,10.08,29.88,57496,95.52099946836789
Tour_B_(TGBT_D5) Run hour meter (h) [ABS] 475,2696.0,14373.290623145402,214.87430099297168,14016.27,14184.7075,14353.135,14568.5725,14736.01,57496,95.52099946836789
Tour_B_(TGBT_D5) Hz (Hz) [AVG] 476,2696.0,50.007366468842726,0.021652526054036846,49.89,50.0,50.0,50.01,50.14,57496,95.52099946836789
Tour_B_(TGBT_D5) Hz (Hz) [MAX] 477,2696.0,50.08998516320476,0.04035831813725207,49.9,50.1,50.1,50.1,50.2,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L1  [MIN] 478,2696.0,-0.7059185360003689,0.21993246239418426,-1.0,-0.9,-0.775,-0.53,-0.16,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L1  [AVG] 479,2696.0,-0.5962393144324349,0.25293466079382365,-0.95,-0.83,-0.65,-0.36,-0.1,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L1  [MAX] 480,2696.0,-0.467565035900432,0.3492871262305835,-0.94,-0.75,-0.55,-0.18,1.0,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L2  [MIN] 481,2696.0,-0.8776895535123997,0.0438653096724952,-0.98,-0.91,-0.88,-0.84,-0.74,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L2  [AVG] 482,2696.0,-0.8358427568764318,0.04724208921084288,-0.94,-0.86,-0.83,-0.8,-0.7,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L2  [MAX] 483,2696.0,-0.7867360972309774,0.13320824811626986,-0.93,-0.83,-0.78,-0.76,0.98,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L3  [MIN] 484,2696.0,-0.887630975077259,0.0556039504809763,-1.0,-0.94,-0.88,-0.84,-0.74,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L3  [AVG] 485,2696.0,-0.8409362555926262,0.06334597874866915,-0.96,-0.9,-0.83,-0.79,-0.71,57496,95.52099946836789
Tour_B_(TGBT_D5) PF L3  [MAX] 486,2696.0,-0.7691037768484495,0.24516070158831638,-0.95,-0.87,-0.77,-0.74,1.0,57496,95.52099946836789
Tour_B_(TGBT_D5) PF sys  [MIN] 487,2696.0,-0.8523122338217431,0.06339367857333951,-1.0,-0.91,-0.85,-0.8,-0.7,57496,95.52099946836789
Tour_B_(TGBT_D5) PF sys  [MAX] 488,2696.0,-0.7813579511385127,0.08054011488784267,-0.94,-0.85,-0.77,-0.72,1.0,57496,95.52099946836789
Tour_B_(TGBT_D5) Phase sequence  [MIN] 489,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
Tour_B_(TGBT_D5) Phase sequence  [AVG] 490,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
Tour_B_(TGBT_D5) Phase sequence  [MAX] 491,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA dmd (kVA) [MIN] 492,2696.0,4.7108868828892545,2.5061099389767505,2.79,2.99,3.45,5.325,13.88,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA dmd (kVA) [AVG] 493,2696.0,4.7108868828892545,2.5061099389767505,2.79,2.99,3.45,5.325,13.88,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA dmd (kVA) [MAX] 494,2696.0,4.7108868828892545,2.5061099389767505,2.79,2.99,3.45,5.325,13.88,57496,95.52099946836789
Tour_B_(TGBT_D5) V L1-L2 (V) [MIN] 495,2696.0,390.34436605371997,2.332870125524382,379.5,388.8,390.4,392.1,395.8,57496,95.52099946836789
Tour_B_(TGBT_D5) V L1-L2 (V) [AVG] 496,2696.0,391.27935083255176,2.202030489845181,383.77,389.71,391.34,392.9425,396.28,57496,95.52099946836789
Tour_B_(TGBT_D5) V L1-L2 (V) [MAX] 497,2696.0,392.1245179963408,2.195529687183027,385.9,390.6,392.1,393.725,398.3,57496,95.52099946836789
Tour_B_(TGBT_D5) V L1-N (V) [MIN] 498,2696.0,224.8282571762427,1.3318220043442384,219.1,224.0,224.9,225.8,227.8,57496,95.52099946836789
Tour_B_(TGBT_D5) V L1-N (V) [AVG] 499,2696.0,225.3993055342015,1.2610108419814905,220.93,224.53,225.45,226.34,228.11,57496,95.52099946836789
Tour_B_(TGBT_D5) V L1-N (V) [MAX] 500,2696.0,225.91300852539166,1.2580655965525847,222.3,225.1,225.9,226.8,230.5,57496,95.52099946836789
Tour_B_(TGBT_D5) V L2-L3 (V) [MIN] 501,2696.0,390.7182903860642,2.4682194967458106,364.8,389.1,390.9,392.6,396.3,57496,95.52099946836789
