,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
SALLE_B201_(A_1_ETAGE_TOUR_B) V L3-N (V) [MAX] ,57375.0,227.27419401008385,1.7188667977862475,217.8,226.1,227.4,228.5,235.6,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-L sys (V) [MIN] ,57375.0,392.1276967477794,3.036575086792299,312.0,390.2,392.4,394.3,399.8,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-L sys (V) [AVG] ,57375.0,393.0074141755396,2.8981361916159902,377.65,391.11,393.25,395.14,400.35,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-L sys (V) [MAX] ,57375.0,393.80978714554084,2.8749152377535054,378.1,391.9,394.0,395.9,405.0,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-N sys (V) [MIN] ,57375.0,225.60973102291015,1.7167032872350285,210.0,224.5,225.8,226.9,230.1,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-N sys (V) [AVG] ,57375.0,226.19737180409203,1.6727099425041074,217.29,225.11,226.34,227.425,230.44,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-N sys (V) [MAX] ,57375.0,226.7584836195812,1.6827849429285857,217.5,225.7,226.9,228.0,233.6,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW dmd (kW) [MIN] ,57375.0,0.8376886619923412,0.11412554065497617,0.0,0.77,0.81,0.9,1.8,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW dmd (kW) [AVG] ,57375.0,0.8376886619923412,0.11412554065497617,0.0,0.77,0.81,0.9,1.8,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW dmd (kW) [MAX] ,57375.0,0.8376886619923412,0.11412554065497617,0.0,0.77,0.81,0.9,1.8,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) Totalizer 1  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B201_(A_1_ETAGE_TOUR_B) Totalizer 2  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B201_(A_1_ETAGE_TOUR_B) Totalizer 3  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L1 (kVA) [MIN] ,57375.0,0.7811722942638423,0.058042018712184944,0.0,0.76,0.78,0.8,1.33,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L1 (kVA) [AVG] ,57375.0,0.8152145631734071,0.06270677397664094,0.03,0.8,0.81,0.83,1.41,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L1 (kVA) [MAX] ,57375.0,0.8536024253677407,0.07156116488622229,0.04,0.83,0.85,0.87,1.8,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L2 (kVA) [MIN] ,57375.0,0.12670901222824074,0.04763365933388962,0.0,0.1,0.11,0.15,0.76,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L2 (kVA) [AVG] ,57375.0,0.1454643332035589,0.06267611247272997,0.06,0.1,0.12,0.17,0.87,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L2 (kVA) [MAX] ,57375.0,0.17912768200407858,0.0839861906382379,0.07,0.12,0.15,0.22,1.02,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L3 (kVA) [MIN] ,57375.0,0.08624990008698562,0.02768659347757097,0.0,0.07,0.07,0.11,0.27,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L3 (kVA) [AVG] ,57375.0,0.09242988385391286,0.03244203509015918,0.06,0.07,0.07,0.12,0.33,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L3 (kVA) [MAX] ,57375.0,0.11167291661883952,0.04339552355692057,0.06,0.08,0.09,0.15,0.66,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA sys (kVA) [MIN] ,57375.0,0.8911857407053853,0.14556851444193575,0.0,0.77,0.88,0.99,1.95,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA sys (kVA) [AVG] ,57375.0,0.9635893796607075,0.14595095875331043,0.05,0.85,0.95,1.06,2.19,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA sys (kVA) [MAX] ,57375.0,1.0476757064696696,0.14948248270693537,0.19,0.94,1.02,1.13,2.52,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh (-) (kWh) [ABS] ,57375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh L1 (kWh) [ABS] ,57375.0,15010.561170907828,3210.0146175534524,9186.9,12313.9,15036.7,17787.300000000003,20497.4,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh L2 (kWh) [ABS] ,57375.0,725.0262994555459,207.47287928575136,357.8,522.0,750.1,949.6,1091.4,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh L3 (kWh) [ABS] ,57375.0,1803.503801985855,169.77113894674474,1396.7,1648.9,1904.6,1941.4,1972.8,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L1 (kW) [MIN] ,57375.0,0.7206260976190109,0.05635807720710388,0.0,0.7,0.72,0.74,1.24,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L1 (kW) [AVG] ,57375.0,0.7540887996213818,0.06040074653070192,0.0,0.73,0.75,0.77,1.3,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L1 (kW) [MAX] ,57375.0,0.7897046210387022,0.06822199585677137,0.0,0.77,0.79,0.81,1.6,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L2 (kW) [MIN] ,57375.0,0.028354662290974584,0.04729016327846323,0.0,0.0,0.0,0.04,0.59,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L2 (kW) [AVG] ,57375.0,0.04820459619476267,0.06188473989598165,0.0,0.01,0.02,0.08,0.7,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L2 (kW) [MAX] ,57375.0,0.08727728074828053,0.08121535306855304,0.0,0.03,0.06,0.13,0.82,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L3 (kW) [MIN] ,57375.0,0.026986546281692732,0.03460408780423764,0.0,0.0,0.0,0.06,0.2,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L3 (kW) [AVG] ,57375.0,0.037801261217451095,0.036591352720899716,0.0,0.01,0.01,0.07,0.26,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L3 (kW) [MAX] ,57375.0,0.057838375446623194,0.04866163070320353,0.0,0.02,0.03,0.1,0.37,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW sys (kW) [MIN] ,57375.0,0.7897775791803879,0.09963713966839932,0.0,0.72,0.77,0.84,1.69,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kW sys (kW) [MAX] ,57375.0,0.8966062898460554,0.1320074072547994,0.02,0.81,0.87,0.97,2.19,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvarh (-) (kvarh) [ABS] ,57375.0,9181.586805775582,1993.3608894151625,5445.1,7412.95,9358.3,10967.650000000001,12486.7,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L1 (kvar) [MIN] ,57375.0,-0.33079793061957685,0.032862046003316374,-1.54,-0.34,-0.33,-0.31,-0.04,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L1 (kvar) [AVG] ,57375.0,-0.3091093100314153,0.02720251297584403,-0.62,-0.32,-0.31,-0.29,-0.03,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L1 (kvar) [MAX] ,57375.0,-0.2879170300731629,0.044026092843280185,-0.53,-0.3,-0.29,-0.28,0.55,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L2 (kvar) [MIN] ,57375.0,-0.1525974162621771,0.04981809772986028,-0.93,-0.18,-0.14,-0.12,-0.07,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L2 (kvar) [AVG] ,57375.0,-0.08011986942445048,0.08874194297162064,-0.61,-0.15,-0.11,0.01,0.07,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L2 (kvar) [MAX] ,57375.0,-0.01937017981379483,0.12586990925854286,-0.51,-0.14,-0.1,0.11,0.18,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L3 (kvar) [MIN] ,57375.0,-0.09160693447148542,0.022495066787356556,-0.57,-0.11,-0.09,-0.08,-0.06,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L3 (kvar) [AVG] ,57375.0,-0.0786297908920462,0.020212688466921903,-0.22,-0.1,-0.07,-0.06,-0.01,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar L3 (kvar) [MAX] ,57375.0,-0.04242526613393142,0.06804595599898691,-0.18,-0.09,-0.07,-0.05,0.56,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar sys (kvar) [MIN] ,57375.0,-0.5526885915911602,0.07748389502082853,-1.43,-0.6,-0.55,-0.49,-0.19,2817,4.680023923444976
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar sys (kvar) [MAX] ,57375.0,-0.36759558200745684,0.17063847421488315,-1.02,-0.52,-0.37,-0.24,0.47,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kWh (kWh) [ABS] ,57375.0,475.98471598228605,78.20564119224915,287.9,426.5,483.4,537.0,596.9,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW sys (kW) [AVG] ,57375.0,0.020204296715070482,0.034263380562352404,0.01,0.01,0.02,0.02,0.69,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvarh (kvarh) [ABS] ,57375.0,8.181927680185064,0.4445219884627543,6.3,8.3,8.3,8.3,8.3,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar sys (kvar) [AVG] ,57375.0,-0.056432247031991956,0.028672602268208437,-0.69,-0.06,-0.05,-0.05,0.82,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) Hz (Hz) [MIN] ,57375.0,49.947628317673,0.05358597271524063,48.2,49.9,49.9,50.0,50.1,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF sys  [AVG] ,57375.0,-0.2762329614081478,0.10019556301023273,-0.99,-0.29,-0.28,-0.27,1.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L1 (A) [MIN] ,57375.0,0.002845413631579644,0.02952264135145023,0.0,0.0,0.0,0.0,1.16,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L1 (A) [AVG] ,57375.0,0.010455257725191881,0.04242934897954754,0.0,0.0,0.0,0.01,1.4,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L1 (A) [MAX] ,57375.0,0.01672157467400567,0.06383535715139281,0.0,0.0,0.0,0.04,2.32,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L2 (A) [MIN] ,57375.0,0.1490383504118685,0.06781834653151758,0.08,0.14,0.15,0.15,2.07,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L2 (A) [AVG] ,57375.0,0.174388043697068,0.0923889461303323,0.12,0.16,0.17,0.17,2.57,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L2 (A) [MAX] ,57375.0,0.19812868992270383,0.1298901070419192,0.13,0.18,0.19,0.19,4.48,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L3 (A) [MIN] ,57375.0,0.08496471230755494,0.09303598730560171,0.0,0.06,0.06,0.09,1.72,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L3 (A) [AVG] ,57375.0,0.09248453551541971,0.10818312215884367,0.0,0.06,0.07,0.09,1.77,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) A L3 (A) [MAX] ,57375.0,0.10296950533587737,0.1315980630596219,0.04,0.07,0.07,0.1,2.59,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) Run hour meter (h) [ABS] ,57375.0,20325.780002128602,4250.620098884502,12565.86,16818.345,20377.7,23984.105,27568.36,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) Hz (Hz) [AVG] ,57375.0,50.00930965683628,0.025156747646796724,49.64,50.0,50.0,50.01,50.19,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) Hz (Hz) [MAX] ,57375.0,50.07910696683122,0.04553982483139805,49.9,50.1,50.1,50.1,50.6,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L1  [MIN] ,57375.0,0.6057220170543257,0.613966123665686,-0.93,-0.3,1.0,1.0,1.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L1  [AVG] ,57375.0,0.7789837374102956,0.3867490129946872,-0.91,0.62,1.0,1.0,1.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L1  [MAX] ,57375.0,0.9665572052068396,0.20579680189091168,-0.89,1.0,1.0,1.0,1.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L2  [MIN] ,57375.0,-0.3702504494684838,0.0733360773934019,-0.91,-0.39,-0.37,-0.36,0.68,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L2  [AVG] ,57375.0,-0.29479709233457113,0.06937235883829845,-0.88,-0.31,-0.29,-0.28,0.69,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L2  [MAX] ,57375.0,-0.22107186024984454,0.0801924405600765,-0.86,-0.24,-0.23,-0.2,0.87,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L3  [MIN] ,57375.0,-0.31950520281481093,0.09069437127817297,-0.98,-0.36,-0.33,-0.3,0.63,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L3  [AVG] ,57375.0,-0.23445628994172157,0.10596913447792583,-0.97,-0.27,-0.26,-0.24,0.91,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF L3  [MAX] ,57375.0,-0.12364935084192942,0.19417778776400235,-0.97,-0.18,-0.16,-0.12,1.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF sys  [MIN] ,57375.0,-0.3470153993223728,0.09825479599638676,-1.0,-0.36,-0.34,-0.33,1.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) PF sys  [MAX] ,57375.0,-0.20634897656428927,0.13298181412871776,-0.99,-0.24,-0.22,-0.2,1.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) Phase sequence  [MIN] ,57375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) Phase sequence  [AVG] ,57375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) Phase sequence  [MAX] ,57375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA dmd (kVA) [MIN] ,57375.0,0.06018642867696143,0.04359733424722275,0.0,0.05,0.05,0.06,1.07,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA dmd (kVA) [AVG] ,57375.0,0.06018642867696143,0.04359733424722275,0.0,0.05,0.05,0.06,1.07,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA dmd (kVA) [MAX] ,57375.0,0.06018642867696143,0.04359733424722275,0.0,0.05,0.05,0.06,1.07,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L1-L2 (V) [MIN] ,57375.0,390.82043809138344,3.0312951248345956,348.8,388.9,391.1,393.0,398.7,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L1-L2 (V) [AVG] ,57375.0,391.92885676501675,2.9206114374300607,376.18,390.03,392.17,394.08,399.32,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L1-L2 (V) [MAX] ,57375.0,392.8684489035607,2.8994042578361894,376.7,391.0,393.1,395.0,404.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L1-N (V) [MIN] ,57375.0,225.8789856997418,1.766982539600821,209.9,224.8,226.0,227.2,230.6,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L1-N (V) [AVG] ,57375.0,226.56544160204749,1.716615162481638,217.54,225.46,226.7,227.82,231.13,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L1-N (V) [MAX] ,57375.0,227.20980538707926,1.7272224361236093,218.0,226.1,227.3,228.5,232.6,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L2-L3 (V) [MIN] ,57375.0,391.49538252009233,2.9428018651712633,328.2,389.6,391.8,393.6,399.2,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L2-L3 (V) [AVG] ,57375.0,392.46593413003524,2.8178451450352533,377.5,390.61,392.7,394.53,399.88,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L2-L3 (V) [MAX] ,57375.0,393.40897104621894,2.8187304193834133,377.9,391.6,393.6,395.5,406.2,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L2-N (V) [MIN] ,57375.0,224.91588980314302,1.7081521129969355,167.7,223.8,225.1,226.1,230.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L2-N (V) [AVG] ,57375.0,225.6509995726413,1.651745081014659,216.93,224.56,225.77,226.86,230.29,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L2-N (V) [MAX] ,57375.0,226.31146597245578,1.6840803157615816,217.2,225.2,226.4,227.5,232.9,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L3-L1 (V) [MIN] ,57375.0,394.1281148995583,3.136599188130089,249.7,392.2,394.4,396.3,402.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L3-L1 (V) [AVG] ,57375.0,395.1992428861655,2.9591305165019635,379.77,393.26,395.45,397.37,403.24,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L3-L1 (V) [MAX] ,57375.0,396.2073511207285,2.9614768923357775,380.3,394.3,396.4,398.4,408.7,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L3-N (V) [MIN] ,57375.0,225.6121569452184,1.7515643592374972,172.5,224.5,225.8,226.9,230.3,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L3-N (V) [AVG] ,57375.0,226.30973713189636,1.6884032355419274,217.2,225.22,226.47,227.56,230.68,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L3-N (V) [MAX] ,57375.0,227.06305711309537,1.718201854858991,217.5,225.9,227.2,228.3,235.5,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L-L sys (V) [MIN] ,57375.0,392.3014961762899,3.035120822356413,317.4,390.4,392.6,394.5,400.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L-L sys (V) [AVG] ,57375.0,393.17704729382325,2.8914693208895814,377.8,391.29,393.42,395.3,400.56,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L-L sys (V) [MAX] ,57375.0,393.97506722939306,2.867780035610824,378.2,392.1,394.2,396.1,405.5,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L-N sys (V) [MIN] ,57375.0,225.57157855106453,1.7183903303435868,208.0,224.5,225.7,226.8,230.1,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L-N sys (V) [AVG] ,57375.0,226.15303234262757,1.6732201457451985,217.2,225.06,226.29,227.38,230.38,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) V L-N sys (V) [MAX] ,57375.0,226.7052791485132,1.6822570566645054,217.4,225.6,226.8,227.9,233.3,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW dmd (kW) [MIN] ,57375.0,0.020251221453772814,0.03439419885367713,0.0,0.01,0.02,0.02,0.69,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW dmd (kW) [AVG] ,57375.0,0.020251221453772814,0.03439419885367713,0.0,0.01,0.02,0.02,0.69,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW dmd (kW) [MAX] ,57375.0,0.020251221453772814,0.03439419885367713,0.0,0.01,0.02,0.02,0.69,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) Totalizer 1  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B112_(A._MEZAN_TOUR_B) Totalizer 2  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B112_(A._MEZAN_TOUR_B) Totalizer 3  [ABS] ,0.0,,,,,,,,60192,100.0
SALLE_B112_(A._MEZAN_TOUR_B) kVA L1 (kVA) [MIN] ,57375.0,0.0006699812367849713,0.006704845929423764,0.0,0.0,0.0,0.0,0.26,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA L1 (kVA) [AVG] ,57375.0,0.0025983457382181938,0.009951824406732451,0.0,0.0,0.0,0.0,0.32,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA L1 (kVA) [MAX] ,57375.0,0.004012463385277017,0.014548069986742258,0.0,0.0,0.0,0.01,0.53,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA L2 (kVA) [MIN] ,57375.0,0.03267146007265291,0.015814663615723538,0.02,0.03,0.03,0.04,0.46,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA L2 (kVA) [AVG] ,57375.0,0.04056320939983476,0.020644413578853344,0.03,0.04,0.04,0.04,0.57,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA L2 (kVA) [MAX] ,57375.0,0.04386222259988602,0.029438958242036035,0.03,0.04,0.04,0.04,1.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA L3 (kVA) [MIN] ,57375.0,0.01669786605772216,0.021334163817966812,0.0,0.01,0.01,0.02,0.39,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA L3 (kVA) [AVG] ,57375.0,0.021086154451560757,0.024761007956300873,0.0,0.01,0.02,0.02,0.39,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA L3 (kVA) [MAX] ,57375.0,0.02590116373750129,0.02909215591578399,0.01,0.02,0.02,0.02,0.58,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA sys (kVA) [MIN] ,57375.0,0.05446700440676019,0.030431401026108373,0.01,0.05,0.05,0.05,1.04,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA sys (kVA) [AVG] ,57375.0,0.06050030803417061,0.043480746271077626,0.03,0.05,0.05,0.06,1.07,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kVA sys (kVA) [MAX] ,57375.0,0.06969432687468696,0.05688879240091963,0.04,0.05,0.06,0.07,1.21,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kWh (-) (kWh) [ABS] ,57375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kWh L1 (kWh) [ABS] ,57375.0,31.625253627669057,3.9453992278865657,19.3,31.6,33.2,33.2,35.1,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kWh L2 (kWh) [ABS] ,57375.0,274.0246805247246,51.17311550106312,166.8,236.9,276.2,315.95,357.3,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kWh L3 (kWh) [ABS] ,57375.0,167.12900492874806,23.522241370511914,99.6,155.0,170.8,184.2,200.6,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L1 (kW) [MIN] ,57375.0,0.00032035009551666864,0.0045974949637907925,0.0,0.0,0.0,0.0,0.17,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L1 (kW) [AVG] ,57375.0,0.0004971692676299584,0.006209672356624088,0.0,0.0,0.0,0.0,0.19,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L1 (kW) [MAX] ,57375.0,0.0007796965007454268,0.008998597021047473,0.0,0.0,0.0,0.0,0.3,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L2 (kW) [MIN] ,57375.0,0.010838692810457516,0.010346964790564817,0.0,0.01,0.01,0.01,0.32,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L2 (kW) [AVG] ,57375.0,0.011461437908496732,0.014051555168708653,0.01,0.01,0.01,0.01,0.37,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L2 (kW) [MAX] ,57375.0,0.017729548504878057,0.019618393271608095,0.01,0.01,0.02,0.02,0.48,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L3 (kW) [MIN] ,57375.0,0.0016535947712418301,0.018587172318518846,0.0,0.0,0.0,0.0,0.37,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L3 (kW) [AVG] ,57375.0,0.004724357676138739,0.021627772820846176,0.0,0.0,0.0,0.01,0.38,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW L3 (kW) [MAX] ,57375.0,0.01166718954248366,0.024910209298250226,0.0,0.01,0.01,0.01,0.44,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW sys (kW) [MIN] ,57375.0,0.013199218709551855,0.02804395968036467,0.0,0.01,0.01,0.01,0.67,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kW sys (kW) [MAX] ,57375.0,0.025787541149639003,0.04222984962777645,0.01,0.02,0.02,0.02,0.74,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvarh (-) (kvarh) [ABS] ,57375.0,1358.841223675677,239.9872469004701,858.7,1185.3,1378.8,1559.1,1731.4,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar L1 (kvar) [MIN] ,57375.0,-0.0034611764705882353,0.01127150711464459,-0.43,-0.01,0.0,0.0,0.19,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar L1 (kvar) [AVG] ,57375.0,-0.0019890196078431372,0.00761728467380655,-0.26,-0.0,0.0,0.0,0.2,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar L1 (kvar) [MAX] ,57375.0,-0.00012627602144259456,0.006232599609855502,-0.14,0.0,0.0,0.0,0.22,2817,4.680023923444976
SALLE_B112_(A._MEZAN_TOUR_B) kvar L2 (kvar) [MIN] ,57375.0,-0.04117768836385853,0.023392954037945682,-0.93,-0.04,-0.04,-0.04,0.33,2817,4.680023923444976
