,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
CLIM_TOUR_A_(TGBT_D6) PF L3  [AVG] 589,2696.0,0.9947663204747774,0.0322803856187531,0.77,1.0,1.0,1.0,1.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) PF L3  [MAX] 590,2696.0,0.9952410979228486,0.029850855526100572,0.79,1.0,1.0,1.0,1.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) PF sys  [MIN] 591,2696.0,0.8292581602373889,0.5504064668798029,-1.0,1.0,1.0,1.0,1.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) PF sys  [MAX] 592,2696.0,0.9518137982195847,0.2933151505819806,-1.0,1.0,1.0,1.0,1.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) Phase sequence  [MIN] 593,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) Phase sequence  [AVG] 594,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) Phase sequence  [MAX] 595,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA dmd (kVA) [MIN] 596,2696.0,0.06274109792284867,0.4054592408918801,0.0,0.0,0.0,0.0,7.04,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA dmd (kVA) [AVG] 597,2696.0,0.06274109792284867,0.4054592408918801,0.0,0.0,0.0,0.0,7.04,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA dmd (kVA) [MAX] 598,2696.0,0.06274109792284867,0.4054592408918801,0.0,0.0,0.0,0.0,7.04,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L1-L2 (V) [MIN] 599,2696.0,390.13012080841315,2.387366303777584,365.1,388.6,390.2,391.9,395.6,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L1-L2 (V) [AVG] 600,2696.0,391.1079059746929,2.213183524795216,383.59,389.5575,391.17,392.78,396.12,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L1-L2 (V) [MAX] 601,2696.0,391.9901298796144,2.2105750374248525,385.7,390.5,392.0,393.6,398.2,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L1-N (V) [MIN] 602,2696.0,224.7065583631863,1.4733756576793293,191.1,223.8,224.8,225.7,227.7,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L1-N (V) [AVG] 603,2696.0,225.3072625344014,1.2401507524492659,221.01,224.45,225.35,226.22,228.03,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L1-N (V) [MAX] 604,2696.0,225.83982603281007,1.239145800453271,222.3,225.0,225.8,226.725,230.2,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L2-L3 (V) [MIN] 605,2696.0,390.73320328715727,2.5030533092238763,367.1,389.1,390.9,392.6,396.2,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L2-L3 (V) [AVG] 606,2696.0,391.77052101751207,2.306863606864569,383.8,390.15,391.85,393.58,396.93,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L2-L3 (V) [MAX] 607,2696.0,392.7092264879077,2.296220476111018,386.2,391.1,392.7,394.4,399.1,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L2-N (V) [MIN] 608,2696.0,226.01779723558982,1.3981613401326956,220.1,225.1,226.1,227.1,229.3,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L2-N (V) [AVG] 609,2696.0,226.64496417644253,1.3330896322609973,222.12,225.7075,226.7,227.66,229.67,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L2-N (V) [MAX] 610,2696.0,227.22295110007533,1.3334121168843385,223.4,226.3,227.2,228.2,231.3,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L3-L1 (V) [MIN] 611,2696.0,391.072778516628,2.394857353591571,374.9,389.5,391.2,392.9,396.4,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L3-L1 (V) [AVG] 612,2696.0,392.0795038706355,2.2427132617070407,384.1,390.5575,392.21,393.78,396.97,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L3-L1 (V) [MAX] 613,2696.0,393.02673967189924,2.2498304382114,386.7,391.5,393.1,394.7,400.4,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L3-N (V) [MIN] 614,2696.0,225.7366047954367,1.4321715831659525,213.2,224.8,225.8,226.8,229.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L3-N (V) [AVG] 615,2696.0,226.32080852846664,1.327844398642832,221.66,225.41,226.39,227.35,229.29,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L3-N (V) [MAX] 616,2696.0,226.87707023262251,1.321762820864056,223.1,226.0,226.9,227.9,231.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L-L sys (V) [MIN] 617,2696.0,390.74380967389806,2.396385434072245,378.0,389.2,390.8,392.6,396.1,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L-L sys (V) [AVG] 618,2696.0,391.6202267800311,2.249687406896957,383.8,390.04,391.73,393.36,396.63,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L-L sys (V) [MAX] 619,2696.0,392.43019114866007,2.2355444417278916,386.0,390.9,392.4,394.1,399.1,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L-N sys (V) [MIN] 620,2696.0,225.54557913469966,1.3809859029456297,217.2,224.6,225.6,226.6,228.6,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L-N sys (V) [AVG] 621,2696.0,226.0587840746606,1.2957103946344781,221.56,225.16,226.12,227.05,228.91,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) V L-N sys (V) [MAX] 622,2696.0,226.5357088221276,1.2906689049737041,222.9,225.7,226.5,227.5,230.4,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW dmd (kW) [MIN] 623,2696.0,0.051264836795252226,0.32596822346839605,0.0,0.0,0.0,0.0,5.84,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW dmd (kW) [AVG] 624,2696.0,0.051264836795252226,0.32596822346839605,0.0,0.0,0.0,0.0,5.84,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW dmd (kW) [MAX] 625,2696.0,0.051264836795252226,0.32596822346839605,0.0,0.0,0.0,0.0,5.84,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) Totalizer 1  [ABS] 626,0.0,,,,,,,,60192,100.0
CLIM_TOUR_A_(TGBT_D6) Totalizer 2  [ABS] 627,0.0,,,,,,,,60192,100.0
CLIM_TOUR_A_(TGBT_D6) Totalizer 3  [ABS] 628,0.0,,,,,,,,60192,100.0
CLIM_TOUR_A_(TGBT_D6) kVA L1 (kVA) [MIN] 629,2696.0,0.0145919881305638,0.08605118032444146,0.0,0.0,0.0,0.0,2.35,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA L1 (kVA) [AVG] 630,2696.0,0.022099406528189914,0.13500239448031137,0.0,0.0,0.0,0.0,2.37,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA L1 (kVA) [MAX] 631,2696.0,0.032559347181008905,0.22247814968857077,0.0,0.0,0.0,0.0,5.8,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA L2 (kVA) [MIN] 632,2696.0,0.015037091988130564,0.08818052888119163,0.0,0.0,0.0,0.0,2.33,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA L2 (kVA) [AVG] 633,2696.0,0.02248145400593472,0.1367737173168985,0.0,0.0,0.0,0.0,2.35,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA L2 (kVA) [MAX] 634,2696.0,0.03143916913946588,0.19756928849517422,0.0,0.0,0.0,0.0,2.37,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA L3 (kVA) [MIN] 635,2696.0,0.01150593471810089,0.08253067323204902,0.0,0.0,0.0,0.0,2.32,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA L3 (kVA) [AVG] 636,2696.0,0.019039317507418396,0.13192229656548216,0.0,0.0,0.0,0.0,2.34,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA L3 (kVA) [MAX] 637,2696.0,0.02792284866468843,0.19198887563680048,0.0,0.0,0.0,0.0,2.36,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA sys (kVA) [MIN] 638,2696.0,0.04041913946587537,0.2569871291597452,0.0,0.0,0.0,0.0,7.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA sys (kVA) [AVG] 639,2696.0,0.0627373887240356,0.4032861297370631,0.0,0.0,0.0,0.0,7.06,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kVA sys (kVA) [MAX] 640,2696.0,0.09019287833827894,0.5920194362323815,0.0,0.0,0.0,0.0,7.37,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kWh (-) (kWh) [ABS] 641,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kWh L1 (kWh) [ABS] 642,2696.0,4110.740838278932,3.358138769410084,4099.6,4111.9,4111.9,4111.9,4111.9,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kWh L2 (kWh) [ABS] 643,2696.0,4056.3439169139465,3.3476544685181375,4045.3,4057.5,4057.5,4057.5,4057.5,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kWh L3 (kWh) [ABS] 644,2696.0,3939.3732937685477,2.963858811465015,3930.3,3940.4,3940.4,3940.4,3940.4,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L1 (kW) [MIN] 645,2696.0,0.012689169139465878,0.07220976330139926,0.0,0.0,0.0,0.0,1.95,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L1 (kW) [AVG] 646,2696.0,0.01856454005934718,0.11026321143486335,0.0,0.0,0.0,0.0,1.98,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L1 (kW) [MAX] 647,2696.0,0.026268545994065286,0.1663287550544382,0.0,0.0,0.0,0.0,3.04,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L2 (kW) [MIN] 648,2696.0,0.01254451038575668,0.0712760570684565,0.0,0.0,0.0,0.0,1.93,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L2 (kW) [AVG] 649,2696.0,0.018412462908011868,0.10929221666632565,0.0,0.0,0.0,0.0,1.95,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L2 (kW) [MAX] 650,2696.0,0.025344955489614247,0.1558981152370652,0.0,0.0,0.0,0.0,1.97,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L3 (kW) [MIN] 651,2696.0,0.009169139465875371,0.06636923441874035,0.0,0.0,0.0,0.0,1.92,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L3 (kW) [AVG] 652,2696.0,0.015085311572700297,0.10487589693631241,0.0,0.0,0.0,0.0,1.94,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW L3 (kW) [MAX] 653,2696.0,0.022143916913946588,0.15276378768394802,0.0,0.0,0.0,0.0,1.97,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW sys (kW) [MIN] 654,2696.0,0.03374629080118695,0.21023739780798187,0.0,0.0,0.0,0.0,5.8,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kW sys (kW) [MAX] 655,2696.0,0.07235905044510385,0.46723867973063443,0.0,0.0,0.0,0.0,5.93,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvarh (-) (kvarh) [ABS] 656,2696.0,3.193545994065283,0.02926242530903654,3.0,3.2,3.2,3.2,3.2,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L1 (kvar) [MIN] 657,2696.0,0.0047069732937685465,0.04657297626661852,-0.02,0.0,0.0,0.0,1.29,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L1 (kvar) [AVG] 658,2696.0,0.009566023738872402,0.07847713881397805,-0.02,0.0,0.0,0.0,1.31,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L1 (kvar) [MAX] 659,2696.0,0.016717359050445104,0.14866935911774506,-0.02,0.0,0.0,0.0,4.94,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L2 (kvar) [MIN] 660,2696.0,0.008212166172106825,0.05131221556344571,0.0,0.0,0.0,0.0,1.3,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L2 (kvar) [AVG] 661,2696.0,0.012926557863501484,0.0824913768663878,0.0,0.0,0.0,0.0,1.32,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L2 (kvar) [MAX] 662,2696.0,0.01870919881305638,0.12271345873339029,0.0,0.0,0.0,0.0,1.84,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L3 (kvar) [MIN] 663,2696.0,0.0068360534124629075,0.04826915698451405,0.0,0.0,0.0,0.0,1.28,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L3 (kvar) [AVG] 664,2696.0,0.011576409495548962,0.07980356276925013,0.0,0.0,0.0,0.0,1.3,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar L3 (kvar) [MAX] 665,2696.0,0.017184718100890208,0.11740315080237394,0.0,0.0,0.0,0.0,1.32,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar sys (kvar) [MIN] 666,2696.0,0.0200593471810089,0.1469330120163759,-0.01,0.0,0.0,0.0,3.91,57496,95.52099946836789
CLIM_TOUR_A_(TGBT_D6) kvar sys (kvar) [MAX] 667,2696.0,0.052407270029673596,0.3648000325578072,-0.01,0.0,0.0,0.0,6.08,57496,95.52099946836789
TOUR_A_(TGBT_D14) kWh (kWh) [ABS] 876,2696.0,50679.463821089776,725.0409328570324,49396.9,50077.475,50628.05,51366.9,51908.9,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW sys (kW) [AVG] 877,2696.0,3.512258517704218,2.457543085578784,1.26,1.95,2.28,4.33,12.28,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvarh (kvarh) [ABS] 878,2696.0,11.486090504451038,0.034610978326930913,11.4,11.5,11.5,11.5,11.5,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar sys (kvar) [AVG] 879,2696.0,-2.032353746098615,0.6655912120735977,-4.59,-2.1525,-1.81,-1.7,-0.97,57496,95.52099946836789
TOUR_A_(TGBT_D14) Hz (Hz) [MIN] 880,2696.0,49.93334569732937,0.049682561194654175,49.6,49.9,49.9,50.0,50.1,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF sys  [AVG] 881,2696.0,-0.8121620785350778,0.08475082006345126,-0.99,-0.9,-0.81,-0.75,-0.13,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L1 (A) [MIN] 882,2696.0,4.606994722559616,4.585854213357551,1.2,1.8,2.25,5.4125000000000005,25.15,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L1 (A) [AVG] 883,2696.0,5.36129816192863,5.201493079701899,1.47,1.96,2.835,6.952500000000001,26.76,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L1 (A) [MAX] 884,2696.0,6.426172241355452,6.2412851494590535,1.75,2.1,3.5,9.1,32.1,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L2 (A) [MIN] 885,2696.0,8.702634492089606,3.4983626859648713,4.15,7.25,7.85,8.85,27.6,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L2 (A) [AVG] 886,2696.0,9.213766624129395,3.673064782293866,4.31,7.657500000000001,8.02,9.3525,28.28,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L2 (A) [MAX] 887,2696.0,9.958214914438585,4.218636579758014,4.5,7.95,8.325,10.85,30.55,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L3 (A) [MIN] 888,2696.0,3.677486124137083,2.692870762163311,1.55,2.1,2.3,3.95,19.05,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L3 (A) [AVG] 889,2696.0,4.0212529404529445,2.9467028430827344,1.97,2.2,2.62,4.5425,19.27,57496,95.52099946836789
TOUR_A_(TGBT_D14) A L3 (A) [MAX] 890,2696.0,4.461960244307437,3.268691030184995,2.05,2.35,2.9,5.25,20.55,57496,95.52099946836789
TOUR_A_(TGBT_D14) Run hour meter (h) [ABS] 891,2696.0,14350.969391691397,214.8796755319953,13993.94,14162.3775,14330.815,14546.2625,14713.69,57496,95.52099946836789
TOUR_A_(TGBT_D14) Hz (Hz) [AVG] 892,2696.0,50.00642023877247,0.021729932133880234,49.89,50.0,50.0,50.01,50.14,57496,95.52099946836789
TOUR_A_(TGBT_D14) Hz (Hz) [MAX] 893,2696.0,50.08772063006412,0.04114996910641314,49.9,50.1,50.1,50.1,50.2,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L1  [MIN] 894,2696.0,-0.8528637513260866,0.1651491520875738,-1.0,-0.96,-0.92,-0.7975000000000001,-0.2,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L1  [AVG] 895,2696.0,-0.7145914115711629,0.23435570484055762,-0.98,-0.91,-0.78,-0.62,0.08,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L1  [MAX] 896,2696.0,-0.5102754416445012,0.45823795787356375,-0.96,-0.85,-0.63,-0.22,1.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L2  [MIN] 897,2696.0,-0.905404110484156,0.044605778278802466,-0.99,-0.95,-0.89,-0.86,-0.82,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L2  [AVG] 898,2696.0,-0.8744434279915744,0.06594308131528163,-0.98,-0.92,-0.86,-0.84,0.36,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L2  [MAX] 899,2696.0,-0.6554892298703896,0.5636486597457435,-0.97,-0.9,-0.82,-0.8,0.99,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L3  [MIN] 900,2696.0,-0.6180639904060515,0.20846864350198865,-0.99,-0.85,-0.55,-0.43,-0.22,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L3  [AVG] 901,2696.0,-0.558820282590981,0.21859293205182592,-0.98,-0.81,-0.47,-0.38,-0.18,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF L3  [MAX] 902,2696.0,-0.5025185459940653,0.2354648810991941,-0.97,-0.76,-0.4,-0.32,0.99,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF sys  [MIN] 903,2696.0,-0.8567981926784644,0.08083614260510193,-1.0,-0.93,-0.85,-0.8,-0.67,57496,95.52099946836789
TOUR_A_(TGBT_D14) PF sys  [MAX] 904,2696.0,-0.694335861225996,0.3917068754964166,-0.97,-0.86,-0.76,-0.7,1.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) Phase sequence  [MIN] 905,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) Phase sequence  [AVG] 906,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) Phase sequence  [MAX] 907,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA dmd (kVA) [MIN] 908,2696.0,4.103821051336849,2.4469671395348946,0.0,2.61,2.88,4.702500000000001,12.24,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA dmd (kVA) [AVG] 909,2696.0,4.103821051336849,2.4469671395348946,0.0,2.61,2.88,4.702500000000001,12.24,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA dmd (kVA) [MAX] 910,2696.0,4.103821051336849,2.4469671395348946,0.0,2.61,2.88,4.702500000000001,12.24,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L1-L2 (V) [MIN] 911,2696.0,390.3834981011977,2.3353057948235993,380.6,388.8,390.5,392.1,395.8,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L1-L2 (V) [AVG] 912,2696.0,391.3258011292877,2.2168734746607472,383.7,389.73,391.38,393.0125,396.35,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L1-L2 (V) [MAX] 913,2696.0,392.19216993896157,2.214344157624147,386.0,390.675,392.2,393.8,399.2,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L1-N (V) [MIN] 914,2696.0,224.81290109315663,1.3567668380642144,215.5,223.9,224.9,225.8,227.8,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L1-N (V) [AVG] 915,2696.0,225.39970222628807,1.2669314943956689,220.88,224.52,225.45,226.36,228.13,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L1-N (V) [MAX] 916,2696.0,225.9226895342937,1.261720275950238,222.4,225.1,225.9,226.9,230.6,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L2-L3 (V) [MIN] 917,2696.0,390.65174928122264,2.43783520033633,379.8,389.0,390.8,392.5,396.2,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L2-L3 (V) [AVG] 918,2696.0,391.6124099606402,2.3107278798191078,383.63,389.98,391.67,393.4125,396.8,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L2-L3 (V) [MAX] 919,2696.0,392.4912407173936,2.3067501623113444,386.1,390.9,392.5,394.3,399.8,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L2-N (V) [MIN] 920,2696.0,225.938385210867,1.4093988188166584,217.9,225.0,226.0,227.0,229.2,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L2-N (V) [AVG] 921,2696.0,226.54922406635814,1.3430007814369915,221.92,225.59,226.58,227.6,229.63,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L2-N (V) [MAX] 922,2696.0,227.10600198336434,1.3445337130530128,223.3,226.2,227.1,228.1,231.3,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L3-L1 (V) [MIN] 923,2696.0,390.76479989545055,2.357959385740915,380.7,389.2,390.9,392.6,396.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L3-L1 (V) [AVG] 924,2696.0,391.7089387271106,2.2338358245362664,383.67,390.15,391.825,393.4525,396.65,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L3-L1 (V) [MAX] 925,2696.0,392.60526725450103,2.227415688063243,386.3,391.1,392.7,394.3,400.4,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L3-N (V) [MIN] 926,2696.0,225.38852973509015,1.4542898144286278,216.4,224.4,225.5,226.5,228.6,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L3-N (V) [AVG] 927,2696.0,225.9577068695131,1.3475297447179162,221.14,225.02,226.0,227.03,228.96,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L3-N (V) [MAX] 928,2696.0,226.50922514260233,1.3455849816528351,222.7,225.6,226.5,227.5,231.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L-L sys (V) [MIN] 929,2696.0,390.65263564520836,2.4055495438412526,377.4,389.1,390.8,392.5,395.9,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L-L sys (V) [AVG] 930,2696.0,391.521442244123,2.247763250053679,383.61,389.94,391.61,393.27,396.53,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L-L sys (V) [MAX] 931,2696.0,392.32785050967846,2.2425639865710423,386.1,390.8,392.3,394.0,399.5,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L-N sys (V) [MIN] 932,2696.0,225.42154352639105,1.3971536811098135,218.3,224.5,225.5,226.5,228.5,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L-N sys (V) [AVG] 933,2696.0,225.93455501145434,1.3142415038752675,221.31,225.01,225.98,226.96,228.82,57496,95.52099946836789
TOUR_A_(TGBT_D14) V L-N sys (V) [MAX] 934,2696.0,226.41504858473883,1.3107120891123374,222.7,225.5,226.4,227.4,230.7,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW dmd (kW) [MIN] 935,2696.0,3.499599214341723,2.447773267941539,0.0,1.95,2.27,4.22,11.89,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW dmd (kW) [AVG] 936,2696.0,3.499599214341723,2.447773267941539,0.0,1.95,2.27,4.22,11.89,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW dmd (kW) [MAX] 937,2696.0,3.499599214341723,2.447773267941539,0.0,1.95,2.27,4.22,11.89,57496,95.52099946836789
TOUR_A_(TGBT_D14) Totalizer 1  [ABS] 938,0.0,,,,,,,,60192,100.0
TOUR_A_(TGBT_D14) Totalizer 2  [ABS] 939,0.0,,,,,,,,60192,100.0
TOUR_A_(TGBT_D14) Totalizer 3  [ABS] 940,0.0,,,,,,,,60192,100.0
TOUR_A_(TGBT_D14) kVA L1 (kVA) [MIN] 941,2696.0,1.0360690180040282,1.0278157058747135,0.27,0.41,0.51,1.2225,5.63,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA L1 (kVA) [AVG] 942,2696.0,1.2058689134545904,1.1656857653078372,0.33,0.44,0.64,1.5625,5.98,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA L1 (kVA) [MAX] 943,2696.0,1.443954966867053,1.3977656639233937,0.39,0.48,0.79,2.05,7.15,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA L2 (kVA) [MIN] 944,2696.0,1.9695148637013575,0.7857929551623158,0.94,1.6475,1.78,2.01,6.21,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA L2 (kVA) [AVG] 945,2696.0,2.08603115727003,0.8248914997821888,0.98,1.74,1.82,2.1125,6.35,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA L2 (kVA) [MAX] 946,2696.0,2.252132789317508,0.9423922971510625,1.03,1.8,1.89,2.4525,6.83,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA L3 (kVA) [MIN] 947,2696.0,0.8295293161236759,0.603547139118546,0.35,0.47,0.52,0.89,4.25,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA L3 (kVA) [AVG] 948,2696.0,0.9072848664688428,0.6608778457356922,0.44,0.5,0.59,1.02,4.3,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA L3 (kVA) [MAX] 949,2696.0,1.0070730577635645,0.7336324395167256,0.46,0.53,0.66,1.19,4.59,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA sys (kVA) [MIN] 950,2696.0,3.8018969380852075,2.2751961981607653,1.45,2.52,2.71,4.06,11.89,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA sys (kVA) [AVG] 951,2696.0,4.116889135314648,2.455114921187677,1.8,2.61,2.87,4.762499999999999,12.47,57496,95.52099946836789
TOUR_A_(TGBT_D14) kVA sys (kVA) [MAX] 952,2696.0,4.478599268153934,2.7417979534386876,1.86,2.7,3.08,5.532500000000001,14.02,57496,95.52099946836789
TOUR_A_(TGBT_D14) kWh (-) (kWh) [ABS] 953,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) kWh L1 (kWh) [ABS] 954,2696.0,17476.330198836116,212.4780057077301,17077.8,17311.4,17464.65,17687.4,17817.9,57496,95.52099946836789
